,FullStreetAddress,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,CountyTax,DaysOnMarket,Fireplaces,Heating,HOA,HotWater,ImprovementAssessmentAmount,InteriorFeatures,LandAssessmentAmount,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
1596,1200 NASH ST #550,"Dishwasher, Disposal, Extra Refrigerator / Freezer, Microwave, Oven / Range - Gas, Refrigerator, Stove",2016.0,No,3.0,3,0,3,ARLINGTON,2017-07-19,950000.0,2017-05-31,7241.11,29,0,Forced Air,False,Natural Gas,703500.0,Floor Plan-Traditional,36900.0,3,2017-05-03,1000000.0,1000000.0,Excl. Right,-77.07279,AR9935073,1000000.0,Condo,"Garage, Assigned, Gen Comm Elem",,NASH,1200.0,Contemporary,17-036-123,740400,0,1883,7337.34,1,Hi-Rise 9+ Floors,1964,3614.0,22209
1597,2931A WOODSTOCK ST #1,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-07-06,369900.0,2017-05-07,3174.59,3,1,Forced Air,False,Electric,281500.0,Floor Plan-Traditional,43100.0,1,2017-05-04,369900.0,369900.0,Excl. Right,-77.095800602,AR9937064,369900.0,Condo,"Gen Comm Elem, Permit Required",,WOODSTOCK,2931.0,Colonial,29-003-140,324600,0,1078,3216.76,1,Garden 1-4 Floors,1983,3337.0,22206
1598,4204 21ST ST N,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Humidifier, Icemaker",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-06-23,1210000.0,2017-05-28,,24,2,Central,False,Natural Gas,673200.0,,575000.0,3,2017-05-04,1249000.0,1249000.0,Excl. Right,-77.11264,AR9937100,1249000.0,Fee Simple,"Garage, Paved Driveway, Street",,21ST,4204.0,Colonial,06-010-046,1248200,0,3100,12369.64,1,Detached,2000,3170.0,22207
1599,838 ABINGDON ST,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer - Front Loading",2016.0,Yes,4.5,4,1,5,ARLINGTON,2017-06-06,1202000.0,2017-05-09,8193.68,5,1,"90% Forced Air, Forced Air",False,Natural Gas,372200.0,Floor Plan-Open,465600.0,4,2017-05-04,1150000.0,1150000.0,Excl. Right,-77.1186,AR9936919,1150000.0,Fee Simple,"Asphalt Driveway, Drvwy/Off Str, Private 1-10 Spaces",,ABINGDON,838.0,Colonial,14-055-015,837800,1,3058,8302.58,1,Detached,1939,1533.0,22203
1600,3625 LANCASTER ST,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Electric, Refrigerator, Washer, Water Heater",2016.0,Yes,4.0,4,0,5,ARLINGTON,2017-09-22,975000.0,2017-08-05,9767.29,102,2,"Forced Air, Electric Air Filter",False,Natural Gas,368700.0,Floor Plan-Traditional,630000.0,3,2017-05-05,1050000.0,1050000.0,Excl. Right,-77.15238000000002,AR9939079,1250000.0,Fee Simple,"Garage, Attached, Garage Door Opener, Additional Storage Area, Concrete Driveway",All Days,LANCASTER,3625.0,Colonial,02-084-013,998700,0,3689,9897.1,1,Detached,1966,1333.0,22207
1601,1309 14TH ST N,,2016.0,No,4.0,3,2,3,ARLINGTON,2017-05-19,1850000.0,2017-05-03,18274.91,0,3,"Forced Air, Heat Pump(s)",True,Electric,1018600.0,Floor Plan-Traditional,850000.0,5,2017-05-03,1995000.0,1995000.0,Excl. Right,-77.07193000000002,AR9935193,1995000.0,Fee Simple,Garage,,14TH,1309.0,Federal,17-031-050,1868600,0,3550,18517.8,1,Attach/Row Hse,2000,3705.0,22209
1602,1004 QUANTICO ST N,"Dishwasher, Disposal, Dryer - Front Loading, Icemaker, Oven / Range - Electric, Refrigerator, Washer - Front Loading, Water Heater, Exhaust Fan, Microwave, Stove",2016.0,No,3.0,3,0,3,ARLINGTON,2017-06-26,820000.0,2017-05-09,6584.87,5,1,Forced Air,False,Natural Gas,183300.0,Floor Plan-Traditional,490000.0,3,2017-05-04,819900.0,819900.0,Modified/Excl,-77.14986999999998,AR9936771,819900.0,Fee Simple,"Drvwy/Off Str, Concrete Driveway",All Days,QUANTICO,1004.0,Cape Cod,11-053-011,673300,0,0,6672.38,1,Detached,1951,1515.0,22205
1603,1039 26TH ST S,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Oven / Range - Gas, Range Hood, Refrigerator, Washer, Water Heater",2016.0,Yes,2.5,2,1,4,ARLINGTON,2017-06-02,924900.0,2017-05-08,8217.16,3,1,Forced Air,False,Natural Gas,345200.0,,495000.0,3,2017-05-05,924900.0,924900.0,Excl. Right,-77.06461999999998,AR9935479,925000.0,Fee Simple,Garage,All Days,26TH,1039.0,Colonial,36-034-003,840200,0,0,8326.36,2,Detached,1939,2146.0,22202
1604,1205 GARFIELD ST N #506,"Dishwasher, Dryer, Icemaker, Microwave, Oven - Single, Refrigerator, Stove, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-08-18,612549.0,2017-07-20,5853.33,76,1,Forced Air,False,Natural Gas,559000.0,Floor Plan-Open,39500.0,1,2017-05-03,619900.0,619900.0,Excl. Right,-77.09375,AR9935278,639900.0,Condo,"Assigned, Garage",,GARFIELD,1205.0,Contemporary,18-014-062,598500,0,988,5931.12,1,Hi-Rise 9+ Floors,2005,6804.0,22201
1605,4903 WASHINGTON BLVD,"Dishwasher, Disposal, Dryer, Extra Refrigerator / Freezer, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,No,3.0,2,2,5,ARLINGTON,2017-07-13,925000.0,2017-05-26,7932.56,11,2,Radiator,False,Natural Gas,270600.0,,540500.0,4,2017-05-04,935000.0,935000.0,Excl. Right,-77.12248000000002,AR9936590,935000.0,Fee Simple,"Drvwy/Off Str, DW - Circular, Garage",All Days,WASHINGTON,4903.0,Tudor,07-048-022,811100,0,0,8037.98,1,Detached,1935,2544.0,22205
1606,1600 N. OAK ST #507,"Dishwasher, Disposal, Dryer, Refrigerator, Stove, Washer",2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-08,383000.0,2017-05-09,3871.9,4,0,"Forced Air, Heat Pump(s)",True,Electric,363500.0,Floor Plan-Open,32400.0,1,2017-05-06,360000.0,360000.0,Excl. Agency,-77.073442042,AR9939628,360000.0,Condo,"Assigned, Garage",All Days,N. OAK,1600.0,Contemporary,17-003-101,395900,1,900,3923.36,1,Hi-Rise 9+ Floors,1986,2753.0,22209
1607,3600 GLEBE RD #409W,"Dishwasher, Disposal, Microwave, Range Hood, Refrigerator, Stove, Washer / Dryer - Stacked",2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-20,335000.0,2017-05-23,2967.25,21,1,Central,False,Natural Gas,263300.0,Floor Plan-Open,40100.0,1,2017-05-03,339997.0,339997.0,Excl. Agency,-77.05167,AR9935590,339997.0,Condo,Garage,All Days,GLEBE,3600.0,Contemporary,34-027-157,303400,0,669,3006.68,2,Hi-Rise 9+ Floors,2006,,22202
1608,3801 RIDGEVIEW RD N,"Cooktop, Dishwasher, Disposal, Dryer, Oven - Double, Refrigerator, Washer",2016.0,Yes,3.0,3,0,4,ARLINGTON,2017-06-16,825000.0,2017-05-16,8396.13,7,2,Forced Air,False,Natural Gas,176700.0,Floor Plan-Traditional,681800.0,4,2017-05-09,850000.0,850000.0,Excl. Right,-77.12465999999998,AR9938964,850000.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,RIDGEVIEW,3801.0,Split Level,03-066-021,858500,0,3108,8507.72,1,Detached,1964,4511.0,22207
1609,101 LEXINGTON ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Oven / Range - Electric, Washer, Water Heater",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-06-22,639000.0,2017-05-18,5652.84,7,1,Forced Air,False,Natural Gas,178000.0,Floor Plan-Traditional,400000.0,2,2017-05-11,639000.0,639000.0,Excl. Right,-77.12738,AR9940456,639000.0,Fee Simple,Drvwy/Off Str,All Days,LEXINGTON,101.0,Rambler,21-017-002,578000,0,2016,5727.98,1,Detached,1954,1146.0,22204
1610,3445 GEORGE MASON DR N,"Disposal, Dishwasher, Dryer, Oven / Range - Gas, Refrigerator, Washer, Water Heater, Water Heater - Tankless, Microwave",2016.0,Yes,3.0,3,0,4,ARLINGTON,2017-06-09,805000.0,2017-05-08,7973.63,4,3,Forced Air,False,Tankless Water Heater,215300.0,Floor Plan-Traditional,600000.0,2,2017-05-04,799000.0,799000.0,Excl. Right,-77.14125,AR9935913,799000.0,Fee Simple,Carport,All Days,GEORGE MASON,3445.0,Rambler,02-019-001,815300,1,0,8079.6,1,Detached,1952,1839.0,22207
1611,2700 16TH ST S #658,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer / Dryer - Stacked",2016.0,No,1.0,1,0,2,ARLINGTON,2017-06-16,399900.0,2017-05-16,3516.89,5,0,Forced Air,False,Electric,319800.0,Floor Plan-Traditional,39800.0,2,2017-05-11,399900.0,399900.0,Excl. Right,-77.08413,AR9937947,399900.0,Condo,"Drvwy/Off Str, Unassigned",,16TH,2700.0,Colonial,32-007-080,359600,1,994,3563.62,1,Townhouse,1939,4947.0,22204
1612,1300 ARLINGTON RIDGE RD S #318,"Dishwasher, Microwave, Refrigerator, Stove, Exhaust Fan",2016.0,No,1.0,1,0,1,ARLINGTON,2017-07-21,239900.0,2017-05-24,2055.76,6,0,Forced Air,True,Natural Gas,179800.0,Floor Plan-Open,30400.0,1,2017-05-18,239900.0,239900.0,Excl. Right,-77.06644,AR9951695,239900.0,Condo,Unassigned,All Days,ARLINGTON RIDGE,1300.0,Contemporary,35-007-132,210200,1,780,2083.06,1,Mid-Rise 5-8 Floors,1958,1964.0,22202
1613,5937 1ST ST N,"Dishwasher, Disposal, Dryer, Exhaust Fan, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2.0,2,0,4,ARLINGTON,2017-06-30,700000.0,2017-05-06,6249.42,2,0,Forced Air,False,Natural Gas,149000.0,"Floor Plan-Open, Floor Plan-Traditional",490000.0,2,2017-05-04,699000.0,699000.0,Excl. Right,-77.13594,AR9937363,699000.0,Fee Simple,Street,All Days,1ST,5937.0,Rambler,12-036-021,639000,0,0,6332.48,2,Detached,1953,1103.0,22203
1614,2303 NOTTINGHAM ST N,"Dishwasher, Disposal, Dryer, Exhaust Fan, Humidifier, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,3.5,3,1,5,ARLINGTON,2017-08-22,1333000.0,2017-06-26,12328.67,46,1,"Forced Air, Programmable Thermostat, Floor Furnace, Heat Pump(s)",False,Natural Gas,725100.0,Floor Plan-Open,535500.0,3,2017-05-11,1349000.0,1349000.0,Excl. Right,-77.14519,AR9936932,1395000.0,Fee Simple,"Drvwy/Off Str, Garage",,NOTTINGHAM,2303.0,Craftsman,10-005-017,1260600,1,3427,12492.52,2,Detached,2009,3340.0,22205
1615,4779 25TH ST N,"Dryer, Disposal, Dishwasher, Microwave, Icemaker, Refrigerator, Stove, Washer",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-08-17,890000.0,2017-07-07,8293.44,64,1,Forced Air,False,Natural Gas,278700.0,Floor Plan-Traditional,569300.0,3,2017-05-04,939000.0,939000.0,Excl. Right,-77.12796999999998,AR9936396,949000.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,25TH,4779.0,Colonial,02-064-014,848000,0,2476,8403.68,1,Detached,1985,3557.0,22207
1616,4817 31ST ST S #C2,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-07-26,305000.0,2017-06-16,2947.69,35,0,Forced Air,False,Electric,253000.0,Floor Plan-Open,48400.0,2,2017-05-12,309900.0,309900.0,Excl. Right,-77.09784,AR9945525,314900.0,Condo,Gen Comm Elem,All Days,31ST,4817.0,Colonial,29-011-130,301400,1,1008,2986.86,2,Garden 1-4 Floors,1944,1640.0,22206
1617,4500 FOUR MILE RUN DR #817,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Refrigerator, Stove, Washer - Front Loading, Water Heater",2016.0,No,1.0,1,0,1,ARLINGTON,2017-07-06,242900.0,2017-05-12,2268.96,8,0,Central,False,Electric,200500.0,Floor Plan-Open,31500.0,1,2017-05-04,241900.0,241900.0,Excl. Agency,-77.10504,AR9937431,241900.0,Condo,"Assigned, Surface",All Days,FOUR MILE RUN,4500.0,Contemporary,28-035-255,232000,1,875,2299.12,1,Hi-Rise 9+ Floors,2005,3576.0,22204
1618,4514 28TH RD S #11-8,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,No,1.0,1,0,2,ARLINGTON,2017-05-30,385000.0,2017-05-16,3644.03,3,1,"Central, Programmable Thermostat",False,Electric,328800.0,Flat,43800.0,1,2017-05-12,379900.0,379900.0,Excl. Right,-77.096375053,AR9945712,379900.0,Condo,Permit Required,All Days,28TH,4514.0,Contemporary,29-004-428,372600,1,1062,3692.44,1,Garden 1-4 Floors,1983,,22206
1619,1204 DANVILLE ST,"Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven - Double, Refrigerator, Washer, Water Heater, Icemaker",2016.0,No,3.5,3,1,3,ARLINGTON,2017-12-05,1120000.0,2017-10-10,9965.82,151,1,"Heat Pump(s), Forced Air, Zoned",True,Natural Gas,569000.0,,450000.0,4,2017-05-05,1120000.0,1120000.0,Excl. Right,-77.09064000000002,AR9937879,1175000.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,DANVILLE,1204.0,Traditional,18-016-080,1019000,1,2246,10098.28,2,Townhouse,2001,2849.0,22201
1620,1001 RANDOLPH ST N #506,"Microwave, Washer, Dryer, Dishwasher, Disposal, Refrigerator, Oven / Range - Electric",2016.0,No,1.0,1,0,1,ARLINGTON,2017-07-28,349990.0,2017-06-08,3366.28,24,0,Central,True,Electric,316800.0,"Floor Plan-Open, Floor Plan-Traditional",27400.0,1,2017-05-06,349990.0,349990.0,Excl. Right,-77.109295367,AR9939241,369990.0,Condo,"Garage, Underground, Assigned",,RANDOLPH,1001.0,Contemporary,14-029-088,344200,0,700,3411.0,1,Hi-Rise 9+ Floors,2005,5605.0,22201
1621,1210 BARTON ST #328,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-09,284999.0,2017-05-09,2705.15,4,0,"Forced Air, Heat Pump(s)",False,Natural Gas,244600.0,Floor Plan-Traditional,32000.0,2,2017-05-06,284999.0,284999.0,Excl. Right,-77.08354,AR9937732,284999.0,Condo,Assigned,All Days,BARTON,1210.0,Traditional,32-002-328,276600,0,800,2741.08,2,Townhouse,1939,4832.0,22204
1622,2804 JOYCE ST,"Six Burner Stove, Refrigerator, Oven / Range - Gas, Washer - Front Loading, Microwave, Icemaker, Dryer - Front Loading, Disposal, Dishwasher",2016.0,Yes,3.5,3,1,3,ARLINGTON,2017-07-21,1075000.0,2017-06-09,7766.3,30,3,Forced Air,False,Natural Gas,319100.0,Floor Plan-Traditional,475000.0,3,2017-05-10,1099000.0,1099000.0,Excl. Right,-77.0642,AR9943195,1099000.0,Fee Simple,Garage,All Days,JOYCE,2804.0,Colonial,37-029-017,794100,0,0,7869.5,2,Detached,1939,2249.0,22202
1623,3255 STAFFORD ST,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Refrigerator, Washer",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-05-31,475000.0,2017-05-07,4152.59,2,0,"Heat Pump(s), Forced Air",False,Electric,376600.0,Floor Plan-Traditional,48000.0,3,2017-05-05,475000.0,475000.0,Excl. Right,-77.085439126,AR9938257,475000.0,Condo,Permit Required,All Days,STAFFORD,3255.0,Traditional,30-005-328,424600,1,1500,4207.76,1,Townhouse,1940,2014.0,22206
1624,2015 OAKLAND ST,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-09-08,490000.0,2017-08-08,3533.51,85,0,Forced Air,False,Tankless Water Heater,46300.0,Floor Plan-Open,315000.0,1,2017-05-05,515000.0,515000.0,Excl. Agency,-77.091527434,AR9938293,574900.0,Fee Simple,"Drvwy/Off Str, Gravel Driveway",,OAKLAND,2015.0,Bungalow,31-015-029,361300,1,870,3580.46,1,Detached,1951,5411.0,22204
1625,4124 36TH ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Washer, Oven / Range - Electric",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-06-30,475000.0,2017-05-29,4048.92,21,0,Forced Air,True,Natural Gas,366000.0,Floor Plan-Open,48000.0,3,2017-05-09,474990.0,474990.0,Excl. Right,-77.08801,AR9941410,474990.0,Condo,"Assigned, Street",All Days,36TH,4124.0,Colonial,30-018-858,414000,0,1500,4102.74,1,Townhouse,1940,1806.0,22206
1626,2600 16TH ST S #714,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Washer, Oven / Range - Electric",2016.0,No,1.0,1,0,2,ARLINGTON,2017-09-20,285000.0,2017-08-21,2797.08,104,0,Central,False,Natural Gas,253500.0,Floor Plan-Traditional,32500.0,2,2017-05-05,284900.0,284900.0,Excl. Right,-77.08304,AR9938409,294900.0,Condo,Assigned,All Days,16TH,2600.0,Colonial,32-007-137,286000,0,756,2834.26,2,Townhouse,1939,4950.0,22204
1627,3024 HARRISON ST,"Dishwasher, Disposal, Dryer, Extra Refrigerator / Freezer, Icemaker, Microwave, Oven / Range - Gas, Range Hood, Refrigerator, Washer, Water Heater",2016.0,No,3.5,3,1,4,ARLINGTON,2017-07-31,1025000.0,2017-06-24,9600.05,48,2,Central,False,Natural Gas,400800.0,Floor Plan-Traditional,580800.0,3,2017-05-05,1050000.0,1050000.0,Excl. Right,-77.14445,AR9938565,1130000.0,Fee Simple,"Garage, Drvwy/Off Str, Street",All Days,HARRISON,3024.0,Traditional,02-036-034,981600,1,3910,9727.64,2,Detached,1971,1513.0,22207
1628,3110 HIGH ST,,2016.0,No,1.5,1,1,3,ARLINGTON,2017-06-09,525000.0,2017-05-12,3811.27,10,1,Central,False,Natural Gas,73900.0,,315800.0,4,2017-05-05,525000.0,525000.0,Excl. Right,-77.06000999999998,AR9938881,525000.0,Fee Simple,"Detached, Garage, Drvwy/Off Str, Street",All Days,HIGH,3110.0,Colonial,37-033-007,389700,0,0,3861.92,1,Semi-Detached,1940,2338.0,22202
1629,5091 7TH RD S #202,,2016.0,No,1.5,1,1,2,ARLINGTON,2017-05-30,267500.0,2017-05-09,2327.64,5,0,Forced Air,False,Natural Gas,200800.0,Floor Plan-Traditional,37200.0,1,2017-05-05,260000.0,260000.0,Excl. Right,-77.11719000000002,AR9938835,260000.0,Condo,Gen Comm Elem,All Days,7TH,5091.0,Traditional,22-001-653,238000,0,1063,2358.58,1,Garden 1-4 Floors,1969,2517.0,22204
1630,1111 ARLINGTON BLVD #205,"Dishwasher, Microwave, Oven / Range - Gas, Refrigerator",2016.0,No,1.0,1,0,1,ARLINGTON,2017-10-19,135000.0,2017-09-01,1623.48,116,0,Forced Air,False,Natural Gas,143600.0,Floor Plan-Open,22400.0,1,2017-05-10,145000.0,145000.0,Excl. Right,-77.069305716,AR9942983,159900.0,Coop,None,All Days,ARLINGTON,1111.0,Contemporary,17-040-021,166000,0,559,1645.06,1,Hi-Rise 9+ Floors,1955,3202.0,22209
1631,803 S.HARRISON,,,Yes,1.0,1,0,2,ARLINGTON,2017-07-07,300000.0,2017-05-29,,25,0,Floor Furnace,False,Natural Gas,,,,2,2017-05-05,325000.0,325000.0,Excl. Right,-77.09872,AR9939045,334900.0,Fee Simple,Drvwy/Off Str,,S.HARRISON,803.0,Other,22-004-006,0,0,0,,1,Duplex,1950,,22204
1632,746 GRANADA ST,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Microwave, Oven - Wall, Oven - Double, Oven / Range - Electric, Refrigerator, Surface Unit, Washer, Washer - Front Loading, Water Heater",2016.0,Yes,3.5,2,3,3,ARLINGTON,2017-06-16,500000.0,2017-06-02,4761.88,16,1,Central,False,Natural Gas,221900.0,Floor Plan-Open,265000.0,3,2017-05-18,529000.0,529000.0,Excl. Right,-77.11894000000002,AR9951813,569000.0,Fee Simple,"Garage, Off Site Parking, Paved Driveway, Private 11+ Spaces, Garage Door Opener",All Days,GRANADA,746.0,Contemporary,22-003-010,486900,0,0,4825.16,1,Townhouse,1989,2500.0,22204
1633,2601 16TH ST S #609,,2016.0,No,1.0,1,0,2,ARLINGTON,2017-05-12,395000.0,2017-05-06,3516.89,0,0,"Forced Air, Programmable Thermostat, Central",True,60 or More Gallon Tank,319800.0,Floor Plan-Open,39800.0,2,2017-05-06,395000.0,395000.0,Excl. Right,-77.08281,AR9939700,395000.0,Condo,Unassigned,,16TH,2601.0,Colonial,32-013-609,359600,0,994,3563.62,1,Townhouse,1939,4951.0,22204
1634,13 MONTAGUE ST S,"Dishwasher, Disposal, Dryer - Front Loading, Dual-Flush Toilet(s), Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Washer, Water Heater, ENERGY STAR Refrigerator, ENERGY STAR Freezer",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-06-21,585000.0,2017-05-14,5082.67,5,1,Forced Air,True,Natural Gas,124700.0,Floor Plan-Traditional,395000.0,3,2017-05-09,589000.0,589000.0,Excl. Right,-77.13603,AR9941131,589000.0,Condo,"Drvwy/Off Str, Garage",All Days,MONTAGUE,13.0,Colonial,21-015-065,519700,1,1936,5150.22,2,Townhouse,1984,1007.0,22204
1635,1 FENWICK ST,,2016.0,No,2.5,2,1,4,ARLINGTON,2017-07-21,850000.0,2017-06-09,8456.77,22,2,Central,False,60 or More Gallon Tank,196900.0,,667800.0,2,2017-05-18,899850.0,899850.0,Excl. Agency,-77.08985,AR9941142,899850.0,Fee Simple,Drvwy/Off Str,,FENWICK,1.0,Raised Rambler,18-081-001,864700,0,0,8569.16,1,Detached,1953,1015.0,22201
1636,1021 GARFIELD ST #405,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,No,2.0,2,0,3,ARLINGTON,2017-12-29,760000.0,2017-11-14,7032.8,187,1,Forced Air,False,Natural Gas,671100.0,Floor Plan-Open,48000.0,1,2017-05-11,780000.0,780000.0,Excl. Right,-77.09355,AR9940174,900000.0,Condo,Garage,,GARFIELD,1021.0,Contemporary,18-025-176,719100,0,1334,7126.26,2,Hi-Rise 9+ Floors,2005,2562.0,22201
1637,3055 MILITARY RD,"Dishwasher, Disposal, Dryer - Front Loading, Extra Refrigerator / Freezer, Icemaker, Microwave, Range Hood, Exhaust Fan, Six Burner Stove, Washer - Front Loading, Water Heater",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-06-30,1100000.0,2017-05-16,8693.44,6,1,Forced Air,False,Natural Gas,286200.0,Floor Plan-Traditional,602700.0,3,2017-05-10,1100000.0,1100000.0,Excl. Right,-77.11493,AR9942387,1100000.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,MILITARY,3055.0,Cape Cod,04-008-046,888900,1,2646,8808.98,2,Detached,1941,4133.0,22207
1638,4705 7TH ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Stove, Washer, Refrigerator",2016.0,No,3.0,3,0,5,ARLINGTON,2017-07-20,760000.0,2017-06-24,6135.97,44,0,Forced Air,False,Natural Gas,183300.0,,444100.0,3,2017-05-11,779000.0,779000.0,Excl. Right,-77.10965865899999,AR9943671,799999.0,Fee Simple,Drvwy/Off Str,All Days,7TH,4705.0,Colonial,23-023-025,627400,1,2210,6217.52,1,Detached,1925,1421.0,22204
1639,854 HARRISON ST S,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator, Icemaker, Washer, Dryer",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-06-14,380300.0,2017-05-16,3062.12,8,0,Forced Air,False,Natural Gas,88100.0,Floor Plan-Traditional,225000.0,3,2017-05-08,355000.0,355000.0,Excl. Right,-77.121634432,AR9940895,355000.0,Fee Simple,"Drvwy/Off Str, Shared Driveway",All Days,HARRISON,854.0,Traditional,22-011-014,313100,0,0,3102.8,1,Duplex,1950,2624.0,22204
1640,5100 37TH ST N,"Dishwasher, Disposal, ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Icemaker, Microwave, Oven - Double, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater",2016.0,Yes,7.0,6,2,6,ARLINGTON,2017-10-13,2260000.0,2017-08-12,7794.66,86,3,"90% Forced Air, ENERGY STAR Heating System, Heat Pump(s), Programmable Thermostat, Zoned",False,"60 or More Gallon Tank, Natural Gas",185000.0,Floor Plan-Open,612000.0,3,2017-05-11,2249000.0,2249000.0,Excl. Right,-77.14503,AR9941423,2300000.0,Fee Simple,"Garage, Paved Driveway, Faces Side, Attached, Garage Door Opener, Additional Storage Area",All Days,37TH,5100.0,Arts & Crafts,02-018-008,797000,1,7918,7898.26,2,Detached,1950,1862.0,22207
1641,4800 28TH ST S #C,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Refrigerator, Washer",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-06-30,439000.0,2017-05-25,3930.58,9,0,Forced Air,False,Electric,357600.0,Floor Plan-Traditional,44300.0,3,2017-05-16,439000.0,439000.0,Excl. Right,-77.10174,AR9948059,439000.0,Condo,"Gen Comm Elem, Street",All Days,28TH,4800.0,Colonial,29-007-601,401900,0,1383,3982.82,2,Townhouse,1944,1300.0,22206
1642,2991 COLUMBUS ST #B1,"Dishwasher, Disposal, Exhaust Fan, Intercom, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked",2016.0,Yes,1.0,1,0,1,ARLINGTON,2017-06-30,255000.0,2017-05-30,2382.41,20,0,Forced Air,False,Electric,210000.0,Floor Plan-Open,33600.0,1,2017-05-08,265000.0,265000.0,Excl. Right,-77.100306862,AR9940624,265000.0,Condo,"Permit Required, Unassigned","Tuesday, Thursday, Sunday",COLUMBUS,2991.0,Colonial,29-010-786,243600,0,711,2414.06,1,Garden 1-4 Floors,1944,1420.0,22206
1643,2058 OAKLAND ST N,"Central Vacuum, Dishwasher, Disposal, Refrigerator, Icemaker, Microwave, Oven / Range - Gas, Dryer, Washer",2016.0,No,2.5,2,1,3,ARLINGTON,2017-06-23,899900.0,2017-05-15,7930.6,4,1,Forced Air,True,Natural Gas,440900.0,Floor Plan-Open,370000.0,4,2017-05-12,899900.0,899900.0,Excl. Agency,-77.10681,AR9944884,899900.0,Fee Simple,"Garage, Garage Door Opener, Attached, Off Site Parking, Street, Faces Rear",,OAKLAND,2058.0,Craftsman,06-026-039,810900,0,2538,8036.0,1,Townhouse,2004,3667.0,22207
1644,2100 SCOTT ST #106,"Disposal, Oven / Range - Gas, Range Hood, Refrigerator, Dishwasher",2016.0,Yes,1.0,1,0,1,ARLINGTON,2017-07-19,280000.0,2017-05-30,,23,1,Heat Pump(s),False,Natural Gas,239300.0,"Floor Plan-Traditional, Flat",21600.0,1,2017-05-08,284900.0,284900.0,Excl. Right,-77.08179,AR9940590,284900.0,Condo,"Gen Comm Elem, Street, Assigned",All Days,SCOTT,2100.0,Traditional,16-009-011,260900,0,539,2585.5,2,Garden 1-4 Floors,1947,1016.0,22209
