,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
1118,2424 WALTER REED DR S #B,"Attic - Stairs Pull Down, Attic - Storage Only, Bathroom(s) - Dual Entry, Countertop(s) - Silestone, Wall to Wall Carpeting","Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,3,2,1,2,ARLINGTON,2017-05-10,485000.0,2017-04-12,ARLINGTON,4430.34,Annually,6,6,0,False,Heat Pump(s),False,Electric,409500.0,Annually,Floor Plan-Traditional,43500.0,Annually,3,2017-04-06,479900.0,479900.0,Excl. Right,-77.099085188,AR9906621,498500.0,Condo,"Gen Comm Elem, Unassigned, Permit Required",Residential,"Original owner has taken excellent care of this charming 3 Lvl home. Master, vanity dressing area, wired for TV, updated Bath, 6 panel doors & pull down stairs to attic storage.  Updated Kitchen; Silestone counters, SS Appliances, added cabinets &recessed lighting. Carpet in Dining & Living rooms, open stairway to LL. Finished LL, full shower bath, den and FR wired for sound & TV.  OPEN 4/8 11-1",All Days,WALTER REED,2424.0,Colonial,28-002-344,453000,0,1,1632,4489.22,2,Townhouse,1979,,22206
1119,2330 14TH ST N #108,"Bathroom(s) - Ceramic Tile, Built-in Bookcases, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Elevator, Fireplace Mantel(s), Shades / Blinds, Vanities - Double, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer / Dryer - Stacked, Water Heater",2016.0,No,1,1,0,1,ARLINGTON,2017-05-15,400000.0,2017-04-11,ARLINGTON,,,20,47,1,False,Central,False,Natural Gas,357000.0,Annually,Floor Plan-Open,40600.0,Annually,1,2017-03-23,400000.0,400000.0,Excl. Right,-77.0871,AR9895238,400000.0,Condo,Garage,Residential,"Easy to show--schedule online for quick approval.  COMBO lockbox is located in front of community bldg at 1361 Adams St (behind the 2330 bldg, next to garage) on railing to the left at top of stairs.  Enter through door to the right at the bottom of those stairs and go up one flight, then down one flight to enter first floor of bldg.  Unit key is a little sticky but does work.  BRING ALL OFFERS!",All Days,14TH,2330.0,Traditional,18-003-403,397600,0,1,750,3940.2,2,Garden 1-4 Floors,1996,5863.0,22201
1120,2310 DINWIDDIE ST,"Attic - Access Only, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Wall to Wall Carpeting, Wood Floors, Washer / Dryer Hookup, Fireplace Mantel(s), Crown Molding","Microwave, Disposal, Exhaust Fan, Icemaker, Stove, Water Heater, Refrigerator, Dishwasher",2016.0,Yes,3,3,0,4,ARLINGTON,2017-08-17,710000.0,2017-07-28,ARLINGTON,,,127,189,1,False,"ENERGY STAR Heating System, Heat Pump(s)",False,Natural Gas,122500.0,Annually,Floor Plan-Open,385000.0,Annually,3,2017-03-23,699500.0,699500.0,Excl. Right,-77.10627,AR9895193,774900.0,Fee Simple,"Off Site Parking, Concrete Driveway, Street",Residential,"Ignore DOM- Construction Completed w/ New Rear Access, Lovely 4BR, 3 BA, 3 LVL Craftsman Style w/ Hardwood/Carpet, LR,DR,FR,Multi-P Room, Master Walk-in Closet, Gourmet Kitchen, Basement,New Ductwork w/ Gas & Elec HVAC, New Roof, Prof Landscaped Corner Fenced Lot, Fab Location, New Driveway & Walk, off street parking. easy access to I-95, Shirlington, MUST SEE!",All Days,DINWIDDIE,2310.0,Craftsman,28-026-001,507500,0,0,2100,5029.3,1,Detached,1947,1039.0,22206
1121,2305 MONROE ST N,"Attic - Stairs Pull Down, Attic - Floored, Attic - Storage Only, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Chair Railing, Countertop(s) - Granite, Crown Molding, Fireplace Equipment, Fireplace Glass Doors, High Efficiency Toilet(s), Shades / Blinds, Wainscoting, Wood Floors",,2016.0,Yes,3,3,0,4,ARLINGTON,2017-05-31,952020.0,2017-03-30,ARLINGTON,8235.74,Annually,2,2,1,False,Forced Air,False,Natural Gas,240700.0,Annually,Floor Plan-Traditional,601400.0,Annually,3,2017-03-28,885000.0,885000.0,Excl. Right,-77.10309000000001,AR9895293,885000.0,Fee Simple,Drvwy/Off Str,Residential,"***Update *** Offers due Thursday March 30th by 4pm. Final and Best Offers...No Escalation Clauses per Seller. Sellers prefer possession through June 21 -23, rent back would be ""OK"",. RGS Title preferred. Send offers to holly@brockrealty.com, and sold@brockrealty.com  See Documents section for Concept Sketches that illustrate ideas for addition/expanding ~",,MONROE,2305.0,Colonial,05-054-037,842100,0,1,2568,8345.18,2,Detached,1948,3838.0,22207
1122,6050 22ND RD N,,"Dishwasher, Dryer, Oven / Range - Electric, Refrigerator, Washer",2016.0,Yes,2,2,0,4,ARLINGTON,2017-04-28,775000.0,2017-03-27,ARLINGTON,6545.75,Annually,4,4,1,False,Forced Air,False,Natural Gas,134700.0,Annually,,534600.0,Annually,2,2017-03-23,775000.0,775000.0,Excl. Right,-77.147447429,AR9895255,775000.0,Fee Simple,"Drvwy/Off Str, Street",Residential,"Great location!  Short, easy walk to EFC Metro!  Big lot that's perfect for an addition, renovation, or new construction!  Main level is 3br, 1fb - lower is 1br, 1fb plus rec room.  Nice tenants have lease through June.",All Days,22ND,6050.0,Rambler,11-001-074,669300,0,0,0,6632.74,0,Detached,1952,3410.0,22205
1123,3409 WILSON BLVD #608,"Tub - Soaking, Shades / Blinds, Master Bedroom - Full Bathroom","Washer / Dryer - Stacked, Refrigerator, Oven / Range - Electric, Microwave, Disposal, Dishwasher",2016.0,No,2,2,0,2,ARLINGTON,2017-03-23,654900.0,2017-01-18,ARLINGTON,6072.4,Annually,0,0,0,False,Heat Pump(s),False,Electric,570000.0,Annually,Floor Plan-Open,50900.0,Annually,0,2017-01-18,679900.0,679900.0,Excl. Right,-77.10038,AR9895356,679900.0,Condo,"Garage, Underground",Residential,Comp purposes,All Days,WILSON,3409.0,Contemporary,14-034-073,620900,0,0,1133,6153.1,0,Mid-Rise 5-8 Floors,2008,,22201
1124,28 MANCHESTER ST,"Attic - Stairs Pull Down, Automatic Garage Door Opener, Fireplace Glass Doors, Fireplace Mantel(s), Countertop(s) - Granite, Master Bedroom - Full Bathroom, Shades / Blinds, Washer / Dryer Hookup, Wet Bar / Bar, Wood Floors","Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Washer, Stove",2016.0,Yes,4,2,2,3,ARLINGTON,2017-06-08,577500.0,2017-04-20,ARLINGTON,5120.81,Annually,15,15,2,False,Forced Air,False,"Natural Gas, Electric",128600.0,Annually,Floor Plan-Traditional,395000.0,Annually,3,2017-04-05,575000.0,575000.0,Excl. Right,-77.13534,AR9907871,575000.0,Condo,"Drvwy/Off Str, Garage",Residential,"Please use ShowingTime to schedule. Check Documents for updates, preferences, floorplan and condo information. Park in driveway or on Manchester Street.",,MANCHESTER,28.0,Colonial,21-015-046,523600,0,1,2430,5188.86,2,Townhouse,1980,1075.0,22204
1125,2101 MONROE ST #411,,,2016.0,No,1,1,0,1,ARLINGTON,2017-08-21,311000.0,2017-06-17,ARLINGTON,3191.21,Annually,85,85,0,False,Forced Air,False,Natural Gas,288500.0,Annually,Floor Plan-Open,37800.0,Annually,1,2017-03-24,315000.0,315000.0,Excl. Right,-77.10439000000001,AR9896032,319900.0,Condo,"Assigned, Prk Space Cnvys, Under Home Parking, Garage",Residential,"Meticulously maintained 1BR, 1BA with parking in prime location. LEED certified building! Hardwoods; granite counters in kitchen and bath; stainless steel appliances. Community room in the building. Gorgeous patio with community grills. Seller prefers Smart Settlements for settlement. Seller also willing to sell furnishings. Lockbox on after 3pm 3/24/17",All Days,MONROE,2101.0,Contemporary,05-056-122,326300,0,1,584,3233.6,1,Garden 1-4 Floors,2013,3876.0,22207
1126,4033 40TH ST N,"Attached Master Bathroom, Attic - Floored, Attic - Stairs Fixed, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Closet - Master Bedroom Walk-in, Closet(s) - Cedar, Countertop(s) - Granite, Crown Molding, Fireplace Gas Insert, Fireplace Mantel(s), Laundry Chute, Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Extra Refrigerator / Freezer, Icemaker, Oven - Double, Oven - Wall, Refrigerator, Washer",2016.0,Yes,4,3,1,5,ARLINGTON,2017-06-29,1075000.0,2017-05-05,ARLINGTON,11243.09,Annually,42,42,3,False,Forced Air,False,Natural Gas,480100.0,Annually,Floor Plan-Open,669500.0,Annually,3,2017-03-24,1200000.0,1200000.0,Excl. Right,-77.12809,AR9895979,1200000.0,Fee Simple,Garage,Residential,"The best value!! 17,327 sq. ft. lot and  5,392 house  beautifully maintained, prof. landscaping ,2 ponds, water lillies, oversize 2 car garage & off street parking  for 3 more..deck off kit. charming brick patio, kit. open to family room,gas cooktop  breakfast room, 5 bedrooms upstairs, large master suite, floored attic, huge low. lev. for anything you would like,fab. storage, Open Sun 4/23 fr 1-4",All Days,40TH,4033.0,Traditional,03-003-080,1149600,0,0,0,11392.52,1,Detached,1968,4607.0,22207
1127,818 ADAMS ST,"Attic - Access Only, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Closet - Master Bedroom Walk-in, Closet(s) - Cedar, Closet(s) - Walk-in, Countertop(s) - Granite, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Vanities - Double, Wall to Wall Carpeting, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Refrigerator, Icemaker, Washer, Water Heater",2016.0,Yes,4,3,1,3,ARLINGTON,2017-04-26,715000.0,2017-03-28,ARLINGTON,5524.72,Annually,5,5,1,False,Forced Air,True,Electric,294900.0,Annually,Floor Plan-Open,270000.0,Annually,3,2017-03-24,699990.0,699990.0,Excl. Agency,-77.08415,AR9895938,699990.0,Fee Simple,"Concrete Driveway, Attached, Garage",Residential,"Rarely-available and beautifully updated townhome 1 short block from the restaurants, shops and grocery at Penrose Square. 3 levels with 3 beds/3.5 baths,1 car gar & 2,160 sq ft of living space. Luxury finishes include expansive eat-in-kitchen with center island, gorgeous master bath, hardwood flooring, deck, patio & fenced-in yard. Easy access to public trans, 395, 50, 66, GW Pkwy & the Pentagon.",All Days,ADAMS,818.0,Contemporary,25-017-088,564900,0,1,2160,5598.14,1,Townhouse,1987,2137.0,22204
1128,1121 ARLINGTON BLVD #604,"Built-in Bookcases, Wood Floors",,2016.0,No,1,1,0,1,ARLINGTON,2017-09-08,145000.0,2017-07-16,ARLINGTON,1496.34,Annually,115,115,0,False,"Central, Summer / Winter Changeover",False,Oil,132400.0,Annually,Floor Plan-Traditional,20600.0,Annually,1,2017-03-24,159950.0,159950.0,Excl. Right,-77.06910756399999,AR9895773,165000.0,Coop,"Parking Fee, Permit Required",Residential,"**FIXER-UPPER!!** Great price on this spacious 1BR in River Place, just 2 blocks to Rosslyn metro! Short distance to Georgetown and DC, too! Nice parquet hardwood floors, just freshly painted and cleaned. Needs updating. Great rental potential! Low monthly coop fee includes all utilities, health & fitness center, security patrol and concierge service. Settlement with Banner Title.",,ARLINGTON,1121.0,Contemporary,17-039-228,153000,0,0,514,1516.22,1,Hi-Rise 9+ Floors,1955,3211.0,22209
1129,4371 LEE HWY #303,,"Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,1,1,0,1,ARLINGTON,2017-05-05,207750.0,2017-04-08,ARLINGTON,1812.23,Annually,9,9,0,False,Forced Air,False,Natural Gas,162300.0,Annually,Floor Plan-Traditional,23000.0,Annually,1,2017-03-29,214000.0,214000.0,Excl. Agency,-77.11563000000001,AR9899889,214000.0,Condo,"Unassigned, Permit Required",Residential,"Updated, spacious, sunny, convenient condo with all utilities included in Condo fee! Washer/Dryer in unit, new refrigerator, full control of HVAC while all repair/replacement covered by condo. Refinished floors, fresh paint, granite counters, new windows & screens. 3rd floor balcony with privacy. Storage and bike room. Two unassigned parking permits, on MetroBus line, walk to Lee Heights Shops.",,LEE,4371.0,Contemporary,07-001-204,185300,0,0,658,1836.3,1,Garden 1-4 Floors,1961,3251.0,22207
1130,2628 FAIRFAX DR N,"Attached Master Bathroom, Attic - Access Only, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Chair Railing, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Mantel(s), Fireplace Screen, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Tub - Soaking, Vanities - Double, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Extra Refrigerator / Freezer, Icemaker, Microwave, Oven - Single, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator",2016.0,Yes,4,2,2,3,ARLINGTON,2017-05-25,1195000.0,2017-04-10,ARLINGTON,9127.67,Annually,2,2,1,False,Forced Air,True,Natural Gas,458300.0,Annually,Floor Plan-Traditional,475000.0,Annually,4,2017-04-08,1195000.0,1195000.0,Excl. Right,-77.09003581,AR9897589,1195000.0,Fee Simple,Garage,Residential,"Fabulous Clarendon Location & Home! Steps to Clarendon Market shopping, Whole Foods, Restaurants plus Clarendon or Courthouse Metro-short walk either way!  Wonderful 4-level, end unit Home with Detached Garage plus parking space & Enclosed Brick Patio--rare find in this area. Shows beautifully with hardwood flooring, stainless appliances, granite, family rm, full-lvl master suite with luxury bath.",All Days,FAIRFAX,2628.0,Colonial,18-017-026,933300,0,0,2448,9248.98,1,Townhouse,1989,2814.0,22201
1131,2625 FAIRFAX DR,"Automatic Garage Door Opener, Attached Master Bathroom, Closet(s) - Walk-in, Fireplace Gas Insert, Master Bathroom - Separate Tub, Wood Floors, Washer / Dryer Hookup","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Oven / Range - Gas, Washer",,Yes,3,2,1,3,ARLINGTON,2017-05-17,950000.0,2017-04-07,ARLINGTON,,,2,2,1,False,Forced Air,True,Natural Gas,,,Other,,,3,2017-04-05,950000.0,950000.0,Excl. Right,-77.089765548,AR9902974,950000.0,Fee Simple,Garage,Residential,"GPS has been putting some people at Silver Diner but the home is located a block down from Whole Foods, R on Cleveland then R on Fairfax.  Schedule Showings through Showing Time link and wait for confirmation please.",,FAIRFAX,2625.0,Colonial,18-008-030,0,0,1,1998,,2,Townhouse,1999,2813.0,22201
1132,2050 CALVERT ST #106,"Countertop(s) - Granite, Washer / Dryer Hookup, Wall to Wall Carpeting, Wood Floors","Dishwasher, Disposal, Dryer, Oven / Range - Electric, Refrigerator, Washer",2016.0,No,2,2,0,2,ARLINGTON,2017-06-02,375500.0,2017-05-03,ARLINGTON,3517.87,Annually,34,34,0,False,Forced Air,False,Electric,327100.0,Annually,Floor Plan-Open,32600.0,Annually,1,2017-03-30,375000.0,375000.0,Excl. Right,-77.09329,AR9901211,385000.0,Condo,Garage,Residential,"Show days- All days, 9am-7pm. Please schedule through Showing Time. Please make sure all doors are locked and lights are turned off after showing. Call, text or email Shawn Harris with any questions 703-473-6465 or shawn.harris@redfin.com.",All Days,CALVERT,2050.0,Contemporary,15-007-659,359700,0,1,906,3564.62,1,Garden 1-4 Floors,1987,4184.0,22201
1133,821 WAKEFIELD ST N,"Wood Floors, 2 Attached Master Bathrooms, Vanities - Double, Closet - Master Bedroom Walk-in, Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Fireplace Gas Insert, Crown Molding, Shades / Blinds, Drapery Rods, Automatic Garage Door Opener","Refrigerator, Oven / Range - Gas, Oven - Double, Dishwasher, Microwave, Disposal, Washer - Front Loading, Dryer - Front Loading, Water Heater - High-Efficiency, Exhaust Fan",2016.0,No,4,3,1,3,ARLINGTON,2017-05-01,1095000.0,2017-03-31,ARLINGTON,8737.45,Annually,1,1,1,False,"Central, Forced Air, Programmable Thermostat",True,Natural Gas,473400.0,Annually,Floor Plan-Open,420000.0,Annually,4,2017-03-30,1105000.0,1105000.0,Excl. Right,-77.11621344,AR9899512,1105000.0,Fee Simple,Garage,Residential,"Easy showing. Owners have dog so need for appt only. One of the most upgraded homes in Ballston Green. Complete list of $110k in upgrades in the home. Tech upgrades - remote controlled blinds/lighting/sound/property access. County has not assessed SQFT. Total is 2,483 SQFT taxable plus 342 SQFT for garage, per owner's appraisal.  Extra parking behind garage unique to unit. Call with questions.",All Days,WAKEFIELD,821.0,Contemporary,14-053-071,893400,0,0,2483,8853.58,2,Townhouse,2014,1517.0,22203
1134,3733 NELSON ST,,,2016.0,Yes,3,3,0,4,ARLINGTON,2017-03-24,843000.0,2017-02-20,ARLINGTON,8002.0,Annually,0,0,1,False,Forced Air,False,Natural Gas,265300.0,Annually,,552900.0,Annually,2,2017-02-20,843000.0,843000.0,Modified/Excl,-77.1191,AR9897698,843000.0,Fee Simple,Garage,Residential,FSBO - Entered for comp purposes only.  Sales commission was paid by buyer.,,NELSON,3733.0,Split Foyer,04-036-008,818200,0,0,0,8108.34,0,Detached,1959,4835.0,22207
1135,4339 26TH ST N,,,2016.0,Yes,2,2,0,3,ARLINGTON,2017-03-24,820000.0,2017-02-20,ARLINGTON,7563.85,Annually,0,0,1,False,Forced Air,False,Natural Gas,120700.0,Annually,,652700.0,Annually,2,2017-02-20,820000.0,820000.0,Modified/Excl,-77.11775,AR9897708,820000.0,Fee Simple,Garage,Residential,FSBO - Entered for comp purposes only.  Sales commission was paid by buyer.,,26TH,4339.0,Rambler,03-047-116,773400,0,0,0,7664.38,0,Detached,1951,4103.0,22207
1136,2609 MILITARY RD,,,2016.0,No,2,2,0,4,ARLINGTON,2017-05-03,819000.0,2017-03-24,ARLINGTON,7444.54,Annually,0,0,2,False,Forced Air,False,Natural Gas,170300.0,Annually,,590900.0,Annually,3,2017-03-24,819000.0,819000.0,Excl. Agency,-77.11001999999999,AR9896641,819000.0,Fee Simple,Garage,Residential,entered as comp,,MILITARY,2609.0,Cape Cod,04-011-284,761200,0,0,0,7543.46,1,Detached,1951,5117.0,22207
1137,1615 JOHNSON ST N,"Attic - Stairs Pull Down, Bathroom(s) - Ceramic Tile, Drapery Rods, Drapes / Curtains, Fireplace Glass Doors, Fireplace Screen, Wall to Wall Carpeting, Washer / Dryer Hookup","Dishwasher, Dryer, Refrigerator, Stove, Washer",2016.0,Yes,1,1,0,3,ARLINGTON,2017-05-17,817000.0,2017-03-27,ARLINGTON,7195.15,Annually,0,0,1,False,Central,False,Natural Gas,135700.0,Annually,Floor Plan-Traditional,600000.0,Annually,2,2017-03-27,785000.0,785000.0,Excl. Right,-77.10028,AR9897646,785000.0,Fee Simple,"Drvwy/Off Str, Permit Required, Street",Residential,"Make appointment through Showing Time. Home conveys as is. As Is Clause required. All personal property conveys as is. See View Documents for Residential Property Disclosure, Conveyances and Lead Paint Disclosure. Possible asbestos tile. Square footage is approximate.",All Days,JOHNSON,1615.0,Raised Rambler,15-041-035,735700,0,0,1305,7290.78,1,Detached,1953,5211.0,22201
1138,2515 KENMORE CT,"Attached Master Bathroom, Attic - Access Only, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Fireplace Gas Insert, Fireplace Mantel(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Tub - 2 or More Person, Tub - Soaking, Vanities - Double, Wall to Wall Carpeting, Washer / Dryer Hookup, Whirlpool Jets, Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Wall, Refrigerator, Washer, Water Dispenser, Water Heater",2016.0,Yes,4,3,1,4,ARLINGTON,2017-06-29,829500.0,2017-03-27,ARLINGTON,,,13,93,1,False,Forced Air,True,Natural Gas,482200.0,Annually,,285000.0,Annually,4,2017-03-26,845900.0,845900.0,Excl. Right,-77.08511999999999,AR9897246,845900.0,Fee Simple,Garage,Residential,Email LA for signed disclosures. Champion Title preferred.,,KENMORE,2515.0,Traditional,31-033-246,767200,0,0,2496,7602.92,2,Townhouse,2010,2372.0,22206
1139,820 POLLARD ST #206,"Countertop(s) - Granite, Shades / Blinds, Wood Floors, Closet - Master Bedroom Walk-in","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2,2,0,3,ARLINGTON,2017-05-31,750000.0,2017-04-06,ARLINGTON,6798.08,Annually,7,7,0,False,"Heat Pump(s), Forced Air",False,Electric,620000.0,Annually,Floor Plan-Open,75100.0,Annually,1,2017-03-30,763000.0,763000.0,Excl. Right,-77.10679,AR9897448,763000.0,Condo,Garage,Residential,"1-hour notice required.  Lockbox is on the railing to the left of the front door.  See Documents for Information on Making an Offer, Disclosure, Conveyances, Floor Plan and Sales Brochure.",All Days,POLLARD,820.0,Contemporary,14-043-171,695100,0,1,1502,6888.42,1,Mid-Rise 5-8 Floors,2006,1776.0,22203
